2025-12-25 08:00:07.617 [main] INFO  c.a.n.client.logging.NacosLogging - Nacos Logging Adapter Builder: com.alibaba.nacos.logger.adapter.logback12.LogbackNacosLoggingAdapterBuilder
2025-12-25 08:00:25.984 [main] WARN  c.b.m.c.injector.DefaultSqlInjector - class jh.exp.auth.entity.Role ,Not found @TableId annotation, Cannot use Mybatis-Plus 'xxById' Method.
2025-12-25 08:00:26.248 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-12-25 08:00:26.289 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 460d0580-f6a2-4ee1-8a9d-163c0b795f22

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-12-25 08:00:27.197 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3e08a2f8, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4cef85cf, org.springframework.security.web.context.SecurityContextHolderFilter@6fe53587, org.springframework.security.web.header.HeaderWriterFilter@2def9292, org.springframework.web.filter.CorsFilter@53c8fdb, org.springframework.security.web.authentication.logout.LogoutFilter@a8b1613, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6b6736bc, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@16516d26, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6442c3ed, org.springframework.security.web.access.ExceptionTranslationFilter@3a53080a, org.springframework.security.web.access.intercept.AuthorizationFilter@2ffbbdd3]
2025-12-25 08:00:28.129 [main] INFO  c.b.m.e.s.MybatisPlusApplicationContextAware - Register ApplicationContext instances org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@7c4921f1
2025-12-25 08:00:29.555 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8101"]
2025-12-25 08:00:29.653 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8101 (http) with context path ''
2025-12-25 08:00:29.839 [main] INFO  c.a.n.p.a.s.c.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-12-25 08:00:29.839 [main] INFO  c.a.n.p.a.s.c.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-12-25 08:00:32.702 [main] INFO  c.a.n.c.a.AbstractAbilityControlManager - Ready to get current node abilities...
2025-12-25 08:00:32.705 [main] INFO  c.a.n.c.a.AbstractAbilityControlManager - Ready to initialize current node abilities, support modes: [SDK_CLIENT]
2025-12-25 08:00:32.707 [main] INFO  c.a.n.c.a.AbstractAbilityControlManager - Initialize current abilities finish...
2025-12-25 08:00:32.707 [main] INFO  c.a.n.c.a.d.NacosAbilityManagerHolder - [AbilityControlManager] Successfully initialize AbilityControlManager
2025-12-25 08:00:32.796 [main] INFO  c.a.c.n.r.NacosServiceRegistry - nacos registry, DEFAULT_GROUP exp-auth 192.168.56.1:8101 register finished
2025-12-25 08:00:33.087 [main] INFO  jh.exp.auth.AuthApplication - Started AuthApplication in 27.421 seconds (process running for 29.868)
2025-12-25 08:02:37.559 [idle-monitor-exp-auth] INFO  SERVICE_IDLE_MONITOR - ====== [SERVICE_IDLE] [exp-auth] 系统已进入休眠，等待激活 ======
2025-12-25 08:04:37.560 [idle-monitor-exp-auth] INFO  SERVICE_IDLE_MONITOR - ====== [SERVICE_IDLE] [exp-auth] 系统已进入休眠，等待激活 ======
2025-12-25 08:07:07.557 [idle-monitor-exp-auth] INFO  SERVICE_IDLE_MONITOR - ====== [SERVICE_IDLE] [exp-auth] 系统已进入休眠，等待激活 ======
2025-12-25 08:08:27.509 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:08:27.533 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 23 ms. Found 0 Redis repository interfaces.
2025-12-25 08:08:27.534 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:08:27.542 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7 ms. Found 0 JPA repository interfaces.
2025-12-25 08:08:27.555 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:09:10.046 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:09:10.098 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 51 ms. Found 0 Redis repository interfaces.
2025-12-25 08:09:10.099 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:09:10.106 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7 ms. Found 0 JPA repository interfaces.
2025-12-25 08:09:10.110 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:09:35.324 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:09:35.335 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 9 ms. Found 0 Redis repository interfaces.
2025-12-25 08:09:35.336 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:09:35.340 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 4 ms. Found 0 JPA repository interfaces.
2025-12-25 08:09:35.345 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:10:44.493 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:10:44.504 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 8 ms. Found 0 Redis repository interfaces.
2025-12-25 08:10:44.504 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:10:44.509 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 4 ms. Found 0 JPA repository interfaces.
2025-12-25 08:10:44.512 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:13:07.566 [idle-monitor-exp-auth] INFO  SERVICE_IDLE_MONITOR - ====== [SERVICE_IDLE] [exp-auth] 系统已进入休眠，等待激活 ======
2025-12-25 08:15:37.561 [idle-monitor-exp-auth] INFO  SERVICE_IDLE_MONITOR - ====== [SERVICE_IDLE] [exp-auth] 系统已进入休眠，等待激活 ======
2025-12-25 08:15:59.350 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:15:59.357 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7 ms. Found 0 Redis repository interfaces.
2025-12-25 08:15:59.358 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:15:59.365 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 0 JPA repository interfaces.
2025-12-25 08:15:59.370 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:16:10.371 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:16:10.378 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6 ms. Found 0 Redis repository interfaces.
2025-12-25 08:16:10.378 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:16:10.380 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2 ms. Found 0 JPA repository interfaces.
2025-12-25 08:16:10.384 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:16:39.289 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:16:39.294 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 3 ms. Found 0 Redis repository interfaces.
2025-12-25 08:16:39.294 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:16:39.297 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2 ms. Found 0 JPA repository interfaces.
2025-12-25 08:16:39.300 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:16:51.167 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:16:51.172 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 4 ms. Found 0 Redis repository interfaces.
2025-12-25 08:16:51.172 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:16:51.175 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 3 ms. Found 0 JPA repository interfaces.
2025-12-25 08:16:51.178 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:19:07.566 [idle-monitor-exp-auth] INFO  SERVICE_IDLE_MONITOR - ====== [SERVICE_IDLE] [exp-auth] 系统已进入休眠，等待激活 ======
2025-12-25 08:19:20.576 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:19:20.583 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6 ms. Found 0 Redis repository interfaces.
2025-12-25 08:19:20.584 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:19:20.592 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7 ms. Found 0 JPA repository interfaces.
2025-12-25 08:19:20.596 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:19:37.485 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:19:37.489 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 3 ms. Found 0 Redis repository interfaces.
2025-12-25 08:19:37.489 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:19:37.492 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2 ms. Found 0 JPA repository interfaces.
2025-12-25 08:19:37.495 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:19:55.026 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:19:55.031 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 0 Redis repository interfaces.
2025-12-25 08:19:55.032 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:19:55.034 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2 ms. Found 0 JPA repository interfaces.
2025-12-25 08:19:55.036 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:21:04.226 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:21:04.234 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 8 ms. Found 0 Redis repository interfaces.
2025-12-25 08:21:04.234 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:21:04.238 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 3 ms. Found 0 JPA repository interfaces.
2025-12-25 08:21:04.242 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:21:59.871 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:21:59.885 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 12 ms. Found 0 Redis repository interfaces.
2025-12-25 08:21:59.885 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:21:59.891 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 0 JPA repository interfaces.
2025-12-25 08:21:59.895 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:24:07.558 [idle-monitor-exp-auth] INFO  SERVICE_IDLE_MONITOR - ====== [SERVICE_IDLE] [exp-auth] 系统已进入休眠，等待激活 ======
2025-12-25 08:24:48.321 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:24:48.338 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 17 ms. Found 0 Redis repository interfaces.
2025-12-25 08:24:48.340 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:24:48.347 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6 ms. Found 0 JPA repository interfaces.
2025-12-25 08:24:48.352 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:27:07.563 [idle-monitor-exp-auth] INFO  SERVICE_IDLE_MONITOR - ====== [SERVICE_IDLE] [exp-auth] 系统已进入休眠，等待激活 ======
2025-12-25 08:27:34.144 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:27:34.147 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 3 ms. Found 0 Redis repository interfaces.
2025-12-25 08:27:34.148 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:27:34.150 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2 ms. Found 0 JPA repository interfaces.
2025-12-25 08:27:34.152 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:29:37.562 [idle-monitor-exp-auth] INFO  SERVICE_IDLE_MONITOR - ====== [SERVICE_IDLE] [exp-auth] 系统已进入休眠，等待激活 ======
2025-12-25 08:31:24.579 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:31:24.606 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 26 ms. Found 0 Redis repository interfaces.
2025-12-25 08:31:24.606 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:31:24.621 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 14 ms. Found 0 JPA repository interfaces.
2025-12-25 08:31:24.632 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:31:39.822 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:31:39.828 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 0 Redis repository interfaces.
2025-12-25 08:31:39.828 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:31:39.831 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2 ms. Found 0 JPA repository interfaces.
2025-12-25 08:31:39.833 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:32:18.513 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:32:18.520 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6 ms. Found 0 Redis repository interfaces.
2025-12-25 08:32:18.520 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:32:18.525 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 4 ms. Found 0 JPA repository interfaces.
2025-12-25 08:32:18.528 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:33:41.812 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:33:41.820 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7 ms. Found 0 Redis repository interfaces.
2025-12-25 08:33:41.820 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:33:41.826 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 0 JPA repository interfaces.
2025-12-25 08:33:41.829 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:34:19.252 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:34:19.260 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7 ms. Found 0 Redis repository interfaces.
2025-12-25 08:34:19.261 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-25 08:34:19.264 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 3 ms. Found 0 JPA repository interfaces.
2025-12-25 08:34:19.267 [rebel-change-detector-thread] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[jh.exp.auth]' package. Please check your configuration.
2025-12-25 08:34:36.543 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-12-25 08:34:36.548 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 4 ms. Found 0 Redis repository interfaces.
2025-12-25 08:34:36.548 [rebel-change-detector-thread] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
